xai_id,condition,architecture,seed,sample_index,sampling_stratum,image_id,true_label,prob_pneumonia,threshold,pred_label,is_correct,gcam_lrr_plus,gcam_lrr_abs,gcam_lrr_chance,gcam_lrr_enrichment,guided_gcam_lrr_plus,guided_gcam_lrr_abs,guided_gcam_lrr_enrichment,gcam_pointing_inside_lung,guided_gcam_pointing_inside_lung,gcam_argmax_x,gcam_argmax_y,guided_gcam_argmax_x,guided_gcam_argmax_y,gcam_deletion_auc,gcam_insertion_auc,guided_gcam_deletion_auc,guided_gcam_insertion_auc,gcam_input_stability_lrr_delta,guided_gcam_input_stability_lrr_delta,gcam_head_randomization_corr,guided_gcam_head_randomization_corr,checkpoint_path
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,0,normal,E-03B36F677CCFA6787A3BC686.jpeg,0,0.7837864143626458,0.65966796875,1,0,0.4038339934435544,0.4038339853286743,0.3590850830078125,1.1246192408242375,0.3823818302872047,0.3823818266391754,1.064878070356616,1,0,208,207,1,202,0.5644192703745887,0.7754711125707414,0.6975807167941623,0.8986147759690893,0.0014114201612688282,0.004960780001281417,0.6228047187236737,0.7234964909810003,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,1,normal,E-06530ECE35CCF9FF05F7DDEB.jpeg,0,0.03450049380812554,0.65966796875,0,1,0.30036718947868024,0.30036717653274536,0.2779541015625,1.0806359315807417,0.30786691102952163,0.3078669011592865,1.1076178019999303,0,0,80,0,74,1,0.7664149122638024,0.8241564043431828,0.7486185464343906,0.8699506395231621,0.0017931327573290634,0.003056864640315904,0.35951815603595594,0.6219048408143881,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,2,normal,E-10FEC5D206E4A3A02E4F32C9.jpeg,0,0.33813517524366377,0.65966796875,0,1,0.25128313274061104,0.2512831389904022,0.2476806640625,1.0145448119325213,0.27687867365465535,0.27687868475914,1.1178857045731576,0,0,175,48,1,1,0.480056816707635,0.560514631206993,0.46482801234920734,0.5687979757949044,0.00025302550145300806,0.0048020759792339884,-0.1406555946343686,0.34979960406285493,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,3,normal,E-16E04AC17A9CE052EFE7227B.jpeg,0,0.1472351286030257,0.65966796875,0,1,0.3802974803273301,0.3802974820137024,0.3753509521484375,1.0131784085016424,0.30680742663147464,0.30680742859840393,0.8173881666620726,0,0,80,47,73,5,0.6010224632045902,0.8391538896539703,0.5726606331185471,0.8322014282026684,0.001767034011702362,0.003221709571683218,0.06139842008603496,0.019968559612211716,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,4,normal,E-256958BC036CED77CAAB2A55.jpeg,0,0.06541255853014967,0.65966796875,0,1,0.345957757554643,0.34595775604248047,0.3496246337890625,0.9895119626020635,0.3527446938237035,0.3527446985244751,1.0089240280378053,0,0,80,0,68,2,0.5697361570552602,0.837542672061885,0.3978225504765215,0.834988191951725,0.006461207769391464,0.006705337805356371,-0.004407606234093806,0.17555992624258612,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,5,normal,E-280031A047E47DC7EA750C62.jpeg,0,0.1807649829021565,0.65966796875,0,1,0.4842514177044997,0.4842514097690582,0.3791046142578125,1.2773556414039884,0.521103341875851,0.5211033225059509,1.374563437841649,1,0,80,111,46,14,0.467069047877933,0.7119303829530802,0.5527817333153447,0.6835210323924614,0.003697940533128663,0.0067038243605617165,-0.17259045608484222,-0.0634023991834178,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,6,normal,E-28020DB22FEE86C7B17E72DA.jpeg,0,0.20303544839790172,0.65966796875,0,1,0.1639368927954495,0.16393689811229706,0.3710174560546875,0.4418576272359687,0.11105416252598355,0.11105415970087051,0.29932328173155903,0,0,79,0,71,46,0.788846268293803,0.6757857404459484,0.7245610397158717,0.6824406748654326,0.0001534842957610083,0.00011424680730341696,-0.3250902907745366,-0.11677715847323465,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,7,normal,E-28234EA54B2F1B13D8D5995E.jpeg,0,0.40581914677230374,0.65966796875,0,1,0.2515288442883574,0.25152885913848877,0.3462677001953125,0.7263999620712023,0.2353389607132077,0.23533895611763,0.6796445656943013,0,0,111,47,27,55,0.41224957844277565,0.5914118531012698,0.4141461744805406,0.5616092753499937,0.002711254242849459,0.002275862604725093,-0.35985079942217,0.22200515887368122,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,8,normal,E-28CAAFCB1AFEEA2D46764B17.jpeg,0,0.8551669475485626,0.65966796875,1,0,0.3425136587821313,0.34251365065574646,0.38934326171875,0.8797215528274712,0.2710673983436785,0.27106741070747375,0.6962170017969632,1,0,143,47,1,1,0.4879593664195777,0.8880931483774358,0.552128057379141,0.8975390282392295,0.0007945571472846025,0.004143448652094095,-0.6240881745745682,0.29810159866743463,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,9,normal,E-29AE82E82E5A6A48DC6D8B99.jpeg,0,0.18157451932776228,0.65966796875,0,1,0.2281427470087669,0.22814275324344635,0.3269195556640625,0.6978559191582986,0.21342722978440964,0.21342723071575165,0.6528432639977162,0,0,111,47,129,2,0.502687518024088,0.8080601846935929,0.430797838101408,0.8001351071022826,0.00112068329237755,0.00030327299702456734,0.6267945629303866,0.8663744797016255,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt
