xai_id,condition,architecture,seed,sample_index,sampling_stratum,image_id,true_label,prob_pneumonia,threshold,pred_label,is_correct,gcam_lrr_plus,gcam_lrr_abs,gcam_lrr_chance,gcam_lrr_enrichment,guided_gcam_lrr_plus,guided_gcam_lrr_abs,guided_gcam_lrr_enrichment,gcam_pointing_inside_lung,guided_gcam_pointing_inside_lung,gcam_argmax_x,gcam_argmax_y,guided_gcam_argmax_x,guided_gcam_argmax_y,gcam_deletion_auc,gcam_insertion_auc,guided_gcam_deletion_auc,guided_gcam_insertion_auc,gcam_input_stability_lrr_delta,guided_gcam_input_stability_lrr_delta,gcam_head_randomization_corr,guided_gcam_head_randomization_corr,checkpoint_path,run_id,arch_code,method_group
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,0,normal,E-03B36F677CCFA6787A3BC686.jpeg,0,0.7837864143626458,0.65966796875,1,0,0.4038339934435544,0.4038339853286743,0.3590850830078125,1.1246192408242377,0.3823818302872047,0.3823818266391754,1.064878070356616,1,0,208,207,1,202,0.5644192703745887,0.7754711125707414,0.6975807167941623,0.8986147759690893,0.0014114201612688,0.0049607800012814,0.6228047187236737,0.7234964909810003,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,1,normal,E-06530ECE35CCF9FF05F7DDEB.jpeg,0,0.0345004938081255,0.65966796875,0,1,0.3003671894786802,0.3003671765327453,0.2779541015625,1.0806359315807417,0.3078669110295216,0.3078669011592865,1.1076178019999303,0,0,80,0,74,1,0.7664149122638024,0.8241564043431828,0.7486185464343906,0.8699506395231621,0.001793132757329,0.0030568646403159,0.3595181560359559,0.6219048408143881,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,2,normal,E-10FEC5D206E4A3A02E4F32C9.jpeg,0,0.3381351752436637,0.65966796875,0,1,0.251283132740611,0.2512831389904022,0.2476806640625,1.014544811932521,0.2768786736546553,0.27687868475914,1.1178857045731576,0,0,175,48,1,1,0.480056816707635,0.560514631206993,0.4648280123492073,0.5687979757949044,0.000253025501453,0.0048020759792339,-0.1406555946343686,0.3497996040628549,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,3,normal,E-16E04AC17A9CE052EFE7227B.jpeg,0,0.1472351286030257,0.65966796875,0,1,0.3802974803273301,0.3802974820137024,0.3753509521484375,1.0131784085016424,0.3068074266314746,0.3068074285984039,0.8173881666620726,0,0,80,47,73,5,0.6010224632045902,0.8391538896539703,0.5726606331185471,0.8322014282026684,0.0017670340117023,0.0032217095716832,0.0613984200860349,0.0199685596122117,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,4,normal,E-256958BC036CED77CAAB2A55.jpeg,0,0.0654125585301496,0.65966796875,0,1,0.345957757554643,0.3459577560424804,0.3496246337890625,0.9895119626020636,0.3527446938237035,0.3527446985244751,1.0089240280378051,0,0,80,0,68,2,0.5697361570552602,0.837542672061885,0.3978225504765215,0.834988191951725,0.0064612077693914,0.0067053378053563,-0.0044076062340938,0.1755599262425861,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,5,normal,E-280031A047E47DC7EA750C62.jpeg,0,0.1807649829021565,0.65966796875,0,1,0.4842514177044997,0.4842514097690582,0.3791046142578125,1.2773556414039884,0.521103341875851,0.5211033225059509,1.374563437841649,1,0,80,111,46,14,0.467069047877933,0.7119303829530802,0.5527817333153447,0.6835210323924614,0.0036979405331286,0.0067038243605617,-0.1725904560848422,-0.0634023991834178,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,6,normal,E-28020DB22FEE86C7B17E72DA.jpeg,0,0.2030354483979017,0.65966796875,0,1,0.1639368927954495,0.163936898112297,0.3710174560546875,0.4418576272359687,0.1110541625259835,0.1110541597008705,0.299323281731559,0,0,79,0,71,46,0.788846268293803,0.6757857404459484,0.7245610397158717,0.6824406748654326,0.000153484295761,0.0001142468073034,-0.3250902907745366,-0.1167771584732346,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,7,normal,E-28234EA54B2F1B13D8D5995E.jpeg,0,0.4058191467723037,0.65966796875,0,1,0.2515288442883574,0.2515288591384887,0.3462677001953125,0.7263999620712023,0.2353389607132077,0.23533895611763,0.6796445656943013,0,0,111,47,27,55,0.4122495784427756,0.5914118531012698,0.4141461744805406,0.5616092753499937,0.0027112542428494,0.002275862604725,-0.35985079942217,0.2220051588736812,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,8,normal,E-28CAAFCB1AFEEA2D46764B17.jpeg,0,0.8551669475485626,0.65966796875,1,0,0.3425136587821313,0.3425136506557464,0.38934326171875,0.8797215528274712,0.2710673983436785,0.2710674107074737,0.6962170017969632,1,0,143,47,1,1,0.4879593664195777,0.8880931483774358,0.552128057379141,0.8975390282392295,0.0007945571472846,0.004143448652094,-0.6240881745745682,0.2981015986674346,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
E01_XAI_D_C0_DenseNet121,D-C0,DenseNet121,3407,9,normal,E-29AE82E82E5A6A48DC6D8B99.jpeg,0,0.1815745193277622,0.65966796875,0,1,0.2281427470087669,0.2281427532434463,0.3269195556640625,0.6978559191582986,0.2134272297844096,0.2134272307157516,0.6528432639977162,0,0,111,47,129,2,0.502687518024088,0.8080601846935929,0.430797838101408,0.8001351071022826,0.0011206832923775,0.0003032729970245,0.6267945629303866,0.8663744797016255,/kaggle/input/datasets/hintrngia/locked-densenet-xai-inputs/D-C0/DenseNet121/seed_3407/best_checkpoint.pt,E01_XAI_D_C0_DenseNet121,D,C0
